"reviewsCount","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","categoryName","location/lat","location/lng","totalScore","rank","price","street","url","imageUrl","state","phone","countryCode","address","city","website","description","googleFoodUrl","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","language","postalCode","title"
"2","Restoran soto",,,,,,,,,,,,,,,,,,,,,"false","Restoran soto","0.4713726","101.5495006","5","51",,,"https://www.google.com/maps/search/?api=1&query=Soto%20Goyang%20Lidah&query_place_id=ChIJbYw0skmw1TER0FWET9iA-tY","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_w3EAbTwUtpn413ka3RvRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.74219&pitch=0&thumbfov=100","Riau",,"ID","Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau, Indonesia","Kota Pekanbaru",,,,"2","0","0","0","0","id",,"Soto Goyang Lidah"
"2","Restoran Padang",,,,,,,"Selasa","08.00 to 22.00","Rabu","08.00 to 22.00","Kamis","08.00 to 22.00","Jumat","08.00 to 22.00","Sabtu","08.00 to 22.00","Minggu","08.00 to 22.00","Senin","08.00 to 22.00","false","Restoran Padang","0.4681305","101.510631","5","52",,"FG96+772, Jl. Pesantren","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Kubang%20Duo&query_place_id=ChIJqawXdsWv1TERp9fQg4Y1zWE","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WGpGXRPjRgJHNAxlJcQrmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.39064512&pitch=0&thumbfov=100","Riau",,"ID","FG96+772, Jl. Pesantren, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"2","0","0","0","0","id","28289","Rumah Makan Kubang Duo"
"1","Warung nasi","Restoran Masakan Ayam","Restoran Nasi Goreng",,,,,"Selasa","11.00 to 23.00","Rabu","11.00 to 23.00","Kamis","11.00 to 23.00","Jumat","Tutup","Sabtu","11.00 to 23.00","Minggu","11.00 to 22.30","Senin","11.00 to 23.00","false","Warung nasi","0.4666736","101.5046526","5","53",,"Jl. Pesantren","https://www.google.com/maps/search/?api=1&query=Ayam%20geprek%20hasby&query_place_id=ChIJQW7znrmv1TERwEC1rooVq8k","https://lh3.googleusercontent.com/p/AF1QipODRllWXA10tI3mUZ3SZjCdjXEMM6Uq28T7hnLc=w408-h408-k-no","Riau","+62 812-6907-4193","ID","Jl. Pesantren, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28281, Indonesia","Kota Pekanbaru","https://shopee.co.id/universal-link/now-food/shop/21691579?deep_and_deferred=1&shareChannel=copy_link",,,"1","0","0","0","0","id","28281","Ayam geprek hasby"
"66","Restoran Bakso",,,,,,,"Selasa","15.00 to 23.00","Rabu","15.00 to 23.00","Kamis","15.00 to 23.00","Jumat","15.00 to 23.00","Sabtu","15.00 to 23.00","Minggu","15.00 to 23.00","Senin","15.00 to 23.00","false","Restoran Bakso","0.4834243","101.5068448","4.4","54",,"Jalan Sepakat (Komplek Ruko 17 Pintu Kelurahan","https://www.google.com/maps/search/?api=1&query=Bakso%20Jumbo%20Mawar%20Sakti&query_place_id=ChIJ8Zh1xDau1TERc46P_Lb2ZEs","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqcYjapUl71r3dnWVd6rrOveI4cXbSMsE8kRtlB1UsCkEF6iAkH-I2zOMlQ3vSLM_60jzBlmQypkvzNf4XgJgq20Y3-8Y1XG6qvGlqb_q8RmJSk2SD60CUO4MvOmB0jmanMrG4=w426-h240-k-no","Riau","+62 853-7665-0678","ID","Jalan Sepakat (Komplek Ruko 17 Pintu Kelurahan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"42","16","2","3","3","id","28289","Bakso Jumbo Mawar Sakti"
"1","Restoran Pecel Lele","Restoran Nasi Uduk",,,,,,,,,,,,,,,,,,,,"false","Restoran Pecel Lele","0.4677044","101.5154931","5","55",,"FG98+35Q, Jl. Lintas Sumatra Jl. Seroja","https://www.google.com/maps/search/?api=1&query=Nasi%20uduk%20cak%20yud&query_place_id=ChIJbevu2cuv1TERS2C271pYuDg","https://lh3.googleusercontent.com/gps-cs-s/AC9h4np173yn-TOgCFwWr-I6qJVIAZSFTV_BEwuB466BVe0r-oboJsCAbA83x-uxnNAqHeQ3fzRCSDMjX-MizhBSjb0GQeNwTJbjGLhZFicqHiyLyAzzOFXWmYscBV9bfVkEQ0yMcJ8PwA=w426-h240-k-no","Riau",,"ID","FG98+35Q, Jl. Lintas Sumatra Jl. Seroja, &, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28289","Nasi uduk cak yud"
"1","Kedai Sarapan",,,,,,,"Selasa","07.00 to 13.00","Rabu","07.00 to 13.00","Kamis","07.00 to 13.00","Jumat","07.00 to 13.00","Sabtu","07.00 to 13.00","Minggu","07.00 to 13.00","Senin","07.00 to 13.00","false","Kedai Sarapan","0.4814075","101.5083646","5","56",,"Jl. Sepakat","https://www.google.com/maps/search/?api=1&query=Dapur%20Lontong%20Specialist%20Lontong%20Medan&query_place_id=ChIJAQJ-aQCv1TERdL_bv7cpyKI","https://lh3.googleusercontent.com/p/AF1QipPSeqmuqent3cCZEOZTp_Ppx0HNnvpgWnkJTIpc=w408-h544-k-no","Riau","+62 813-6759-8215","ID","Jl. Sepakat, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28289","Dapur Lontong Specialist Lontong Medan"
"1","Kedai Sarapan",,,,,,,,,,,,,,,,,,,,,"false","Kedai Sarapan","0.4744748","101.5086668","5","57",,"FGF5+QFM","https://www.google.com/maps/search/?api=1&query=Kedai%20Harian%20Bou&query_place_id=ChIJIUVdbi2v1TERE3DeqYdzrLE","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mHNAHjd1SRKfV-E_ZJ4uQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.19037&pitch=0&thumbfov=100","Riau",,"ID","FGF5+QFM, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"1","0","0","0","0","id","28289","Kedai Harian Bou"
"4","Restoran Sate",,,,,,,"Selasa","14.30 to 23.00","Rabu","14.30 to 23.00","Kamis","14.30 to 23.00","Jumat","14.30 to 23.00","Sabtu","14.30 to 23.00","Minggu","07.00 to 23.00","Senin","14.30 to 23.00","false","Restoran Sate","0.4832982","101.5201836","4.5","58",,"Jl. Lintas Sumatra","https://www.google.com/maps/search/?api=1&query=Pondok%20Sate%20Sambalado&query_place_id=ChIJx1E00tav1TERL2nDsTpSXmw","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noB72AY9y9RJ1v9H6ZXgC134zMzvLOXFL3-OiFNkEzeL4sHEEpEAY_ADbXZz5PkmPLfrnkg6NUt-tmjfNOj6HKp7AX1WI7JuOJwbj8om9X8wxxl5tGu-WygXEnOgAzA04K2CW0=w426-h240-k-no","Riau","+62 813-7477-6808","ID","Jl. Lintas Sumatra, Kelurahan Mentangor, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28282, Indonesia","Kota Pekanbaru",,,,"3","0","0","1","0","id","28282","Pondok Sate Sambalado"
"2","Restoran","Restoran Nasi Uduk","Restoran Pecel Lele",,,,,,,,,,,,,,,,,,,"false","Restoran","0.4828529","101.5073815","5","60",,"FGM4+4XR, Jl. Sepakat","https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20%26%20Nasi%20Uduk%20Mas%20Agung&query_place_id=ChIJdddOvzau1TERRF5I6pohhKY","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9BdSCCRm2Svk87ZVuOMAZ2JbzGHL-c2gr9lsE8qM1i9dMfuGOGYNPsmccHbfck50C3l_iBw90veckh4HQwQyIa7Dz1C7OtkXzN7TVXRl6IsumK_jsWmkWM8x1dlfpqfOsl6S-qQ=w408-h544-k-no","Riau",,"ID","FGM4+4XR, Jl. Sepakat, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28289, Indonesia","Kota Pekanbaru",,,,"2","0","0","0","0","id","28289","Pecel Lele & Nasi Uduk Mas Agung"
"9","Restoran Padang","Restoran Indonesia","Restoran",,,,,"Selasa","11.00 to 21.00","Rabu","11.00 to 21.00","Kamis","11.00 to 21.00","Jumat","11.00 to 21.00","Sabtu","11.00 to 21.00","Minggu","10.00 to 21.00","Senin","11.00 to 21.00","false","Restoran Padang","0.5110203","101.4914498","4.4","61",,"Jl. Lintas Timur KM 8, Kulim, Tenayan Raya","https://www.google.com/maps/search/?api=1&query=Ampera%20Sumatera&query_place_id=ChIJ_____3au1TERfQTdDT-t_VM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqOJND-0CaARUk-EBhp-3dCIZDQUg0JzrzAUQRQ4d5GeheARjWO1__aEtwTtacvJ3vjyz8yX43nlotHCYtJ2DtV-b8AmyBceZtSV-6mC1R36vnIid_MbIzSepT3uBWG7rxWQNG-=w408-h306-k-no","Riau","+62 853-5591-7247","ID","Jl. Lintas Timur KM 8, Kulim, Tenayan Raya, Bencah Lesung, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"5","3","0","1","0","id","28131","Ampera Sumatera"
"15","Restoran Masakan Ayam","Restoran Ikan Bakar","Restoran Pecel Lele","Restoran Seafood",,,,"Selasa","16.00 to 00.59","Rabu","16.00 to 00.59","Kamis","16.00 to 00.59","Jumat","16.00 to 00.59","Sabtu","16.00 to 00.59","Minggu","16.00 to 00.00","Senin","16.00 to 00.59","false","Restoran Masakan Ayam","0.490677","101.4877104","4.4","62",,"Jl. Rawamangun No.023","https://www.google.com/maps/search/?api=1&query=Ikan%20Bakar%20%26%20Seafood%20%22Trioz%22&query_place_id=ChIJbbZjUGKo1TEReebot4ts7jc","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrLaJBcQGNlEyzEs6bIUDWobqFv86lX8Dd7a6T3-G-h05pux1VVlkS8GJhpwZsPeSEu9X4qDHQSQn46IgFG_3UzKPU8tPUM24_TqkKfMpo1DEL1dRPun2o8T54rFegKXSuCWMn=w408-h306-k-no","Riau","+62 813-3208-9541","ID","Jl. Rawamangun No.023, Tengkerang Labuai, Kec. Bukit Raya, Kota Pekanbaru, Riau 28125, Indonesia","Kota Pekanbaru",,,,"11","1","1","2","0","id","28125","Ikan Bakar & Seafood ""Trioz"""
"386","Restoran Bakso","Rumah Makan",,,,,,"Selasa","11.00 to 22.30","Rabu","11.00 to 22.30","Kamis","11.00 to 22.30","Jumat","11.00 to 22.30","Sabtu","11.00 to 22.30","Minggu","11.00 to 22.30","Senin","11.00 to 22.30","false","Restoran Bakso","0.5001368","101.4722629","4.1","63","$$","Jl. Kelapa Sawit No.1E","https://www.google.com/maps/search/?api=1&query=Bakso%20Barokah%20Tulang%20Rusuk&query_place_id=ChIJPVHWQYyu1TERETHqntx1ids","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_AICxdryOIgkM8hllUWlhcTIUg6jhkBsqDqvEBzXjoHTSSFXYlGzKgyWRh3uUTprYioa5J7cmwUtLQkSJifgnNQlckvcBd2IQbocbXYys8UDfUf_NKGSwMsLRFYNfu3_luWBVNw=w408-h306-k-no","Riau","+62 823-6305-7543","ID","Jl. Kelapa Sawit No.1E, Tengkerang Labuai, Kec. Bukit Raya, Kota Pekanbaru, Riau 28282, Indonesia","Kota Pekanbaru",,,,"210","78","37","52","9","id","28282","Bakso Barokah Tulang Rusuk"
"622","Restoran Bakso",,,,,,,"Selasa","10.00 to 22.00","Rabu","10.00 to 22.00","Kamis","10.00 to 22.00","Jumat","16.00 to 22.00","Sabtu","10.00 to 22.00","Minggu","10.00 to 22.00","Senin","10.00 to 22.00","false","Restoran Bakso","0.504987","101.5031653","4.3","64","$","Jl. Hangtuah","https://www.google.com/maps/search/?api=1&query=BAKSO%20UTAMA%20spesial%20bakso%20beranak&query_place_id=ChIJefjVvhKu1TERjmohfI5W1Z8","https://lh3.googleusercontent.com/p/AF1QipN4BI7G2z3FYv34OyKSgiW6vLIb-HouFxZxXEY8=w408-h544-k-no","Riau","+62 852-3004-1415","ID","Jl. Hangtuah, Sialang Sakti, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"379","147","29","54","13","id","28131","BAKSO UTAMA spesial bakso beranak"
"5","Restoran Padang","Rumah Makan",,,,,,"Selasa","09.00 to 23.00","Rabu","09.00 to 23.00","Kamis","09.00 to 23.00","Jumat","09.00 to 23.00","Sabtu","09.00 to 23.00","Minggu","09.00 to 23.00","Senin","09.00 to 23.00","false","Restoran Padang","0.5161345","101.4862034","5","65",,"Jl. Hangtuah No.mor 112","https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Rindu%20Batipuah&query_place_id=ChIJc8n2TiCv1TERNJGQUL10FWU","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XSaxxvkZOcI604k9P-Hysw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.881046&pitch=0&thumbfov=100","Riau","+62 853-5640-0040","ID","Jl. Hangtuah No.mor 112, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28286, Indonesia","Kota Pekanbaru",,,,"5","0","0","0","0","id","28286","Rumah Makan Rindu Batipuah"
"368","Restoran Bakso","Restoran Cepat Saji",,,,,,"Selasa","10.00 to 23.30","Rabu","10.00 to 23.30","Kamis","10.00 to 23.30","Jumat","15.00 to 23.30","Sabtu","10.00 to 23.30","Minggu","10.00 to 23.30","Senin","10.00 to 23.30","false","Restoran Bakso","0.4958033","101.4835883","4.3","66","$","Jl. Harapan Raya No.388e","https://www.google.com/maps/search/?api=1&query=Bakso%20Bang%20Jarwo%20Pekanbaru&query_place_id=ChIJAeT5Pl6u1TERZ78Z4-7EQcw","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFCiSWRV1KudVseApcHw7aiZMMJHb4EIcEC_dAOHlUn40D2pMrv1xaCT1LCKA1DhM6Cxin6WESt0r7U88rGZzLRsb2mZfTfo0ZP2wzBmsG_Gy484MEiEVX69YTCn-7v80FY40NHA=w408-h271-k-no","Riau",,"ID","Jl. Harapan Raya No.388e, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"200","100","13","43","12","id","28131","Bakso Bang Jarwo Pekanbaru"
"3","Warung nasi",,,,,,,"Selasa","17.00 to 01.30","Rabu","17.00 to 01.30","Kamis","17.00 to 01.30","Jumat","17.00 to 01.30","Sabtu","17.00 to 01.30","Minggu","17.00 to 01.30","Senin","17.00 to 01.30","false","Warung nasi","0.4885474","101.4901516","5","67",,"Perumahan Bukit Barisan Jl. Bukit Barisan No.5 Blok B 1","https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Rempah%20A%26K&query_place_id=ChIJ3eJcHZKv1TERhOwees3UJsE","https://lh3.googleusercontent.com/p/AF1QipMSiNv3bmM2XBvQRyPhxvG63LMDDhr4z04pOnoy=w408-h725-k-no","Riau",,"ID","Perumahan Bukit Barisan Jl. Bukit Barisan No.5 Blok B 1, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28244, Indonesia","Kota Pekanbaru","https://instagram.com/nasigorengrempahpku?utm_medium=copy_link",,,"3","0","0","0","0","id","28244","Nasi Goreng Rempah A&K"
"4","Restoran Soto Ayam","Rumah Makan","Restoran soto",,,,,"Selasa","07.00 to 20.00","Rabu","07.00 to 20.00","Kamis","07.00 to 20.00","Jumat","07.00 to 20.00","Sabtu","07.00 to 20.00","Minggu","07.00 to 20.00","Senin","07.00 to 20.00","false","Restoran Soto Ayam","0.4913439","101.486359","5","68",,"FFRP+GGQ, Jl. Bukit Barisan","https://www.google.com/maps/search/?api=1&query=Soto%20Mendingan&query_place_id=ChIJ5abg7Fuu1TER_-1efYQGeEE","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m1uO9a1uweWxiX6_aVsEPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.78697&pitch=0&thumbfov=100","Riau",,"ID","FFRP+GGQ, Jl. Bukit Barisan, Tengkerang Tim., Kec. Tenayan Raya, Kota Pekanbaru, Riau 28131, Indonesia","Kota Pekanbaru",,,,"4","0","0","0","0","id","28131","Soto Mendingan"
"5","Restoran Sate",,,,,,,"Selasa","12.00 to 22.00","Rabu","12.00 to 22.00","Kamis","12.00 to 22.00","Jumat","12.00 to 22.00","Sabtu","12.00 to 22.00","Minggu","12.00 to 22.00","Senin","12.00 to 22.00","false","Restoran Sate","0.4896667","101.5171747","4.6","69",,"Jalan Raya Lintas Timur Sumatera, Jl. Simpang Jengkol","https://www.google.com/maps/search/?api=1&query=Sate%20Agam&query_place_id=ChIJM12IZG6v1TERFF17rroWlQY","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBvr6SsV07AGSahUZ-Z2TcJV7f15WqSVFjrmgiTPmkI2Z8JBY8ikfzD3-UMdFD9zEmiRHSyBh-bRz1W2ohZhnE89xsr6MFPcXXSid3dXco7sJvxPLOihgBawqz_5Hxh2XHqSjX=w408-h306-k-no","Riau","+62 812-6865-5755","ID","Jalan Raya Lintas Timur Sumatera, Jl. Simpang Jengkol, Kulim, Kec. Tenayan Raya, Kota Pekanbaru, Riau 28286, Indonesia","Kota Pekanbaru",,,,"4","0","0","1","0","id","28286","Sate Agam"
